"X","taxon","kingdom","phylum","class","order","family","genus"
724,"Aspergillus implicatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
734,"Aspergillus indicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
748,"Aspergillus insolitus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
774,"Aspergillus karnatakaensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
776,"Aspergillus keveii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
832,"Aspergillus longivesica","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
836,"Aspergillus lucknowensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
839,"Aspergillus luppii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus"
909,"Aspergillus microcysticus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
947,"Aspergillus multicolor","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
950,"Aspergillus multiplicatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
952,"Aspergillus muricatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
963,"Aspergillus nakazawae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
966,"Aspergillus navahoensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
972,"Aspergillus neoauricomus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
973,"Aspergillus neoconicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
974,"Aspergillus neoechinulatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
975,"Aspergillus neoflavipes","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
977,"Aspergillus neoindicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
981,"Aspergillus neowarcupii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
991,"Aspergillus nishimurae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1015,"Aspergillus nutans","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1026,"Aspergillus oerlinghausenensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1035,"Aspergillus olivicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus"
1053,"Aspergillus ostianus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1063,"Aspergillus paleaceus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1070,"Aspergillus papuensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1088,"Aspergillus parvulus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1099,"Aspergillus penicilloides","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1103,"Aspergillus pernambucoensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1106,"Aspergillus persii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1111,"Aspergillus petrakii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1162,"Aspergillus primulinus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1173,"Aspergillus pseudodeflectus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1174,"Aspergillus pseudofelis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1181,"Aspergillus pseudoterreus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1184,"Aspergillus pseudoustus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1185,"Aspergillus pseudoviridinutans","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1197,"Aspergillus pulvericola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1212,"Aspergillus puulaauensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1238,"Aspergillus rambellii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1243,"Aspergillus recurvatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1259,"Aspergillus rhizopodus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1268,"Aspergillus robustus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1279,"Aspergillus roseoglobulosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1314,"Aspergillus sclerotiorum","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1330,"Aspergillus sepultus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1337,"Aspergillus sesamicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1338,"Aspergillus shendaweii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1339,"Aspergillus siamensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1341,"Aspergillus silvaticus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1342,"Aspergillus similis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1461,"Aspergillus spathulatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1462,"Aspergillus spectabilis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1478,"Aspergillus stella-maris","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1483,"Aspergillus stercoraria","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1505,"Aspergillus subauricomus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1511,"Aspergillus sublatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1515,"Aspergillus subramanianii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1522,"Aspergillus sulphureus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus"
1535,"Aspergillus tanneri","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1539,"Aspergillus templicola","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1540,"Aspergillus tennesseensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1551,"Aspergillus tetrazonus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1558,"Aspergillus thesauricus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1577,"Aspergillus transcarpathicus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1583,"Aspergillus trinidadensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1592,"Aspergillus tsurutae","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1597,"Aspergillus turcosus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1605,"Aspergillus undulatus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1619,"Aspergillus varians","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1626,"Aspergillus venezuelensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1671,"Aspergillus waksmanii","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1680,"Aspergillus westlandensis","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus"
1512,"Astrocystis sublimbata","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
671,"Aulographum hederae","Fungi","Ascomycota","Dothideomycetes","Asterinales","Aulographaceae","Aulographum"
1507,"Auricularia subglabra","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Auricularia"
69,"Auriculariopsis ampla","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Schizophyllaceae","Schizophyllum"
1664,"Auriscalpium vulgare","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Auriscalpium"
326,"Backusella circina","Fungi","Zygomycota","Mucoromycetes","Mucorales","Backusellaceae","Backusella"
1606,"Basidioascus undulatus","Fungi","Basidiomycota","Geminibasidiomycetes","Geminibasidiales","Geminibasidiaceae","Basidioascus"
359,"Baudoinia compniacensis","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Teratosphaeriaceae","Baudoinia"
1139,"Benjaminiella poitrasii","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Benjaminiella"
20,"Blastobotrys adeninivorans","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Trichomonascaceae","Blastobotrys"
227,"Blastocladiella britannica","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","Blastocladiella"
673,"Blyttiomyces helicus","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Blyttiomyces"
1659,"Bolbitius vitellinus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Bolbitius"
190,"Bombardia bombarda","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Bombardia"
1229,"Boreostereum radiatum","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Boreostereum"
204,"Botryobasidium botryosum","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Botryobasidiaceae","Botryobasidium"
374,"Calocera cornea","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Calocera"
1657,"Calocera viscosa","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Calocera"
580,"Caloscypha fulgens","Fungi","Ascomycota","Pezizomycetes","Pezizales","Caloscyphaceae","Caloscypha"
873,"Calycina marina","Fungi","Ascomycota","Leotiomycetes","Rhytismatales","Pezizellaceae","Calycina"
1564,"Camillea tinctor","Fungi","Ascomycota","Sordariomycetes","Xylariales","Graphostromataceae","Camillea"
284,"Cercophora caudata","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Immersiella"
983,"Cercophora newfieldiana","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
1317,"Cercophora scortea","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Cercophora"
289,"Cerinomyces ceraceus","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Cerinomyces"
398,"Cerinomyces crustulinus","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Cerinomyces"
1654,"Ceriporia viridans","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Ceriporia"
544,"Chaetomidium fimeti","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomidium"
1556,"Chaetomium thermophilum","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium"
742,"Chaetosphaeria innumera","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria"
829,"Chalara longipes","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Chalara"
790,"Chytridium lagenaria","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Phlyctochytrium"
704,"Chytriomyces hyalinus","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytriomycetaceae","Chytriomyces"
1601,"Circinella umbellata","Fungi","Zygomycota","Mucoromycetes","Mucorales","Syncephalastraceae","Circinella"
1148,"Cladochytrium polystomum","Fungi","Chytridiomycota","Chytridiomycetes","Chytridiales","Chytridiaceae","Zopfochytrium"
1250,"Cladochytrium replicatum","Fungi","Chytridiomycota","Chytridiomycetes","Cladochytriales","Cladochytriaceae","Cladochytrium"
1171,"Cladophialophora psammophila","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora"
493,"Clathrospora elynae","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Diademaceae","Clathrospora"
103,"Clavariopsis aquatica","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,"Clavariopsis"
1215,"Clavicorona pyxidata","Fungi","Basidiomycota","Agaricomycetes","Russulales","Auriscalpiaceae","Artomyces"
614,"Clitocybe gibba","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Infundibulicybe"
105,"Clohesyomyces aquaticus","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Clohesyomyces"
931,"Coemansia mojavensis","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Coemansia"
1255,"Coemansia reversa","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Coemansia"
1470,"Coemansia spiralis","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Coemansia"
842,"Coniella lustricola","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Schizoparmaceae","Coniella"
1032,"Coniophora olivacea","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora"
1211,"Coniophora puteana","Fungi","Basidiomycota","Agaricomycetes","Boletales","Coniophoraceae","Coniophora"
99,"Coniosporium apollinis","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Coniosporium"
93,"Conocybe apala","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe"
76,"Coprinellus angulatus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus"
907,"Coprinellus micaceus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus"
1097,"Coprinellus pellucidus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus"
322,"Coprinopsis cinerea","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis"
870,"Coprinopsis marcescibilis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis"
1311,"Coprinopsis sclerotiger","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis"
590,"Crassisporium funariophilum","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Crassisporiaceae","Crassisporium"
299,"Crepidotus cesatii","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Crepidotus"
1616,"Crepidotus variabilis","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Crepidotus"
789,"Crucibulum laeve","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Crucibulum"
466,"Crustoderma dryinum","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Crustoderma"
1548,"Cryptococcus terricola","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma"
475,"Cunninghamella echinulata","Fungi","Zygomycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella"
1491,"Cyathus striatus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Cyathus"
1572,"Cylindrobasidium torrendii","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Cylindrobasidium"
953,"Cystostereum murrayi","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cystostereaceae","Cystostereum"
530,"Dacrymyces fennicus","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces"
1573,"Dacrymyces tortus","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacrymyces"
1294,"Dacryonaema rufum","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacryonaema"
1160,"Dacryopinax primogenitus","Fungi","Basidiomycota","Dacrymycetes","Dacrymycetales","Dacrymycetaceae","Dacryopinax"
1219,"Daedalea quercina","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Daedalea"
645,"Daldinia grandis","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia"
1632,"Daldinia vernicosa","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Daldinia"
665,"Debaryomyces hansenii","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Debaryomyces"
611,"Decorospora gaudefroyi","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Decorospora"
239,"Dekkera bruxellensis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Dekkera"
360,"Delitschia confertaspora","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Delitschiaceae","Delitschia"
1474,"Dichomitus squalens","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Dichomitus"
485,"Dichotomocladium elegans","Fungi","Zygomycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Dichotomocladium"
1266,"Dichotomocladium robustum","Fungi","Zygomycota","Mucoromycetes","Mucorales","Lichtheimiaceae","Dichotomocladium"
874,"Digitatispora marina","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Digitatispora"
400,"Dioszegia cryoxerica","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Dioszegia"
1627,"Disciotis venosa","Fungi","Ascomycota","Pezizomycetes","Pezizales","Morchellaceae","Disciotis"
430,"Dissophora decumbens","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Dissophora"
1044,"Dissophora ornata","Fungi","Zygomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Dissophora"
1308,"Earliella scabrosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Earliella"
1565,"Echinodontium tinctorium","Fungi","Basidiomycota","Agaricomycetes","Russulales","Echinodontiaceae","Echinodontium"
83,"Ellisomyces anomalus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Ellisomyces"
668,"Erythrobasidium hasegawianum","Fungi","Basidiomycota","Cystobasidiomycetes","Erythrobasidiales","Erythrobasidiaceae","Erythrobasidium"
621,"Exidia glandulosa","Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidia"
1098,"Fellomyces penicillatus","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cuniculitremaceae","Fellomyces"
819,"Fennellomyces linderi","Fungi","Zygomycota","Mucoromycetes","Mucorales","Syncephalastraceae","Fennellomyces"
1234,"Fibroporia radiculosa","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Fibroporia"
728,"Fibulobasidium inconspicuum","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Sirobasidiaceae","Fibulobasidium"
1186,"Fibulorhizoctonia psychrophila","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Atheliaceae","Fibulorhizoctonia"
564,"Filobasidium floriforme","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium"
767,"Fimicolochytrium jonesii","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Fimicolochytrium"
556,"Flavodon flavus","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Flavodon"
168,"Fomitopsis betulina","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Fomitopsis"
1276,"Fomitopsis rosea","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Fomitopsidaceae","Rhodofomes"
872,"Galerina marginata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Galerina"
729,"Galzinia incrustans","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Galzinia"
1584,"Geastrum triplex","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum"
1549,"Gelasinospora tetrasperma","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora"
1617,"Geranomyces variabilis","Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Powellomycetaceae","Geranomyces"
1140,"Globomyces pollinis-pini","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Globomycetaceae","Globomyces"
368,"Gloeopeniophorella convolvens","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Gloeopeniophorella"
1575,"Gloeophyllum trabeum","Fungi","Basidiomycota","Agaricomycetes","Gloeophyllales","Gloeophyllaceae","Gloeophyllum"
1479,"Glonium stellatum","Fungi","Ascomycota","Dothideomycetes","Mytilinidiales","Gloniaceae","Glonium"
1163,"Gonapodya prolifera","Fungi","Chytridiomycota","Monoblepharidomycetes","Monoblepharidales","Gonapodyaceae","Gonapodya"
670,"Gorgonomyces haynaldii","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Gorgonomycetaceae","Gorgonomyces"
335,"Gymnascella citrina","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnascella"
316,"Gymnopilus chrysopellus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus"
770,"Gymnopilus junonius","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Gymnopilus"
73,"Gymnopus androsaceus","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Gymnopus"
470,"Gymnopus earleae","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Gymnopus"
846,"Gymnopus luxurians","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Gymnopus"
512,"Gyromitra esculenta","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Gyromitra"
739,"Gyromitra infula","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Gyromitra"
1231,"Halteromyces radiatus","Fungi","Zygomycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Halteromyces"
971,"Hanseniaspora nectarophila","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora"
1615,"Hanseniaspora valbyensis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycodaceae","Hanseniaspora"
1193,"Helicostylum pulchrum","Fungi","Zygomycota","Mucoromycetes","Mucorales","Mucoraceae","Helicostylum"
1521,"Heliocybe sulcata","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Heliocybe"
1639,"Hesseltinella vesiculosa","Fungi","Zygomycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Hesseltinella"
995,"Hexagonia nitida","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Daedaleopsis"
186,"Hyalopycnis blepharistoma","Fungi","Basidiomycota","Microbotryomycetes","Heterogastridiales","Heterogastridiaceae","Heterogastridium"
415,"Hyaloraphidium curvatum","Fungi","Chytridiomycota","Chytridiomycetes",NA,NA,"Hyaloraphidium"
1122,"Hydnomerulius pinastri","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Leucogyrophana"
139,"Hygrophoropsis aurantiaca","Fungi","Basidiomycota","Agaricomycetes","Boletales","Hygrophoropsidaceae","Hygrophoropsis"
1233,"Hymenopellis radicata","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Hymenopellis"
1510,"Hypholoma sublateritium","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Hypholoma"
241,"Hyphopichia burtonii","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Hyphopichia"
119,"Hypoxylon argillaceum","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
291,"Hypoxylon cercidicola","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
396,"Hypoxylon crocopeplum","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
1514,"Hypoxylon submonticulosum","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
1589,"Hypoxylon trugodes","Fungi","Ascomycota","Sordariomycetes","Xylariales","Hypoxylaceae","Hypoxylon"
1194,"Hysterium pulicare","Fungi","Ascomycota","Dothideomycetes","Hysteriales","Hysteriaceae","Hysterium"
1042,"Issatchenkia orientalis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Issatchenkia"
117,"Jaapia argillacea","Fungi","Basidiomycota","Agaricomycetes","Jaapiales","Jaapiaceae","Jaapia"
104,"Jahnula aquatica","Fungi","Ascomycota","Dothideomycetes","Jahnulales","Aliquandostipitaceae","Jahnula"
1260,"Karstenula rhodostoma","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Karstenula"
34,"Kickxella alabastrina","Fungi","Zygomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Kickxella"
787,"Kluyveromyces lactis","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Kluyveromyces"
118,"Kurtia argillacea","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Kurtia"
1123,"Kwoniella pini","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,"Kwoniella"
1517,"Lachnellula subtilissima","Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Lachnellula"
919,"Lasiosphaeria miniovina","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeria"
1056,"Lasiosphaeria ovina","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeria"
690,"Lasiosphaeris hirsuta","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeris"
696,"Lasiosphaeris hispida","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeris"
